2025-10-20T15:14:22Z	I mostly OCR English, so Japanese (as mentioned by parent) wouldn&#x27;t be an issue for me, but I do care about handwriting. See, these insights are super helpful. If only there was, say, a benchmark to show these.My main question really is: what are practical OCR tools that I can string together on my MacBook Pro M1 Max w&#x2F; 64GB Ram to maximize OCR quality for lots of mail and schoolwork coming into my house, all mostly in English.I use ScanSnap Manager with its built in OCR tools, but that&#x27;s probably super outdated by now. Apple Vision does way better job than that. I heard people say also that Apple Vision is better than Tesseract. But is there something better still that&#x27;s also practical to run in a scripted environment on my machine?	https://news.ycombinator.com/item?id=45644032
2025-10-20T15:05:09Z	10% of hardware is an insanely vast amount, no?	https://news.ycombinator.com/item?id=45643798
2025-10-20T14:55:46Z	&gt; Angela Collier has a video saying it&#x27;s kinda ridiculous.There are other concepts like space fountains, orbital rings and sky hooks that seem more doable -- especially the sky hook seems close to do-able, especially on the Moon.	https://news.ycombinator.com/item?id=45644286
2025-10-20T14:54:25Z	Can’t the nonprofits sue gofundme?	https://news.ycombinator.com/item?id=45643553
2025-10-20T14:36:35Z	&gt; once we&#x27;re up, its just a matter of force over time to create a nice orbit.It depends what you mean by &quot;up there&quot;.   \nChatGpt tells me you&#x27;d free fall from 1000 km to 100km in about 8 minutes. It also did the math that you&#x27;d need 1.65G of sideways thrust to reach orbital speed. That&#x27;s quite a bit of force for spacecraft sized objects.If you have an actual space elevator, sure, you can go to close to geosynchronous altitude and by that time you&#x27;d have enormous sideways velocity just by being dragged sideways by space elevator and indeed it would be easy to propel yourself to orbit (above a certain altitude my intuition tells me you could let go of the rope and while you&#x27;d end up on an eliptise you&#x27;d still be in orbit)	https://news.ycombinator.com/item?id=45643965
2025-10-20T13:24:54Z	Wish someone benchmarked Apple Vision Framework against these others. It&#x27;s built into most Apple devices, but people don&#x27;t know you can actually harness it to do fast, good quality OCR for you (and go a few extra steps to produce searchable pdfs, which is my typical use case). I&#x27;m very curious where it would fall in the benchmarks.	https://news.ycombinator.com/item?id=45643006
2025-10-20T10:31:01Z	As Amazon moves from day-1 company as it claimed once, to be the sales company like Oracle focusing on raking money,  expect more outages to come, and longer to be resolved.Amazon is burning and driving away the technical talent and knowledge knowing the vendor lock-in will keep bringing the sweet money. You will see more sales people hoovering around your c-suites and executives, while you will face even worse  technical support, that seem not knowing what they are talking about, yet alone to fix the support issue you expect to be fixed easily.Mark my words, and if you are putting your eggs in one basket, that basket is now too complex and too interdependent, and the people who built and knew those intricacies are driven away with RTOs, move to hubs. Eventually those services; all others (and also aws services themselves) heavily dependent on, might be more fragile than the public knows.	https://news.ycombinator.com/item?id=45640772
2025-10-20T07:21:53Z	There&#x27;s a difference between one line and short&#x2F;terse&#x2F;elegant.  {m:(x,x)#til x*x; r:til[x]-x div 2; 2(flip r rotate&#x27;)&#x2F;m} \n\ngenerates magic squares of odd size, and the method is much clearer. This isn&#x27;t even golfed as the variables have been left.	https://news.ycombinator.com/item?id=45598425
2025-10-20T06:17:44Z	You can check inside the hook if you&#x27;re in the middle of  the rebase, and exit the hook early.This is what we have in our hooks:    if [ -d &quot;$(git rev-parse --git-path rebase-merge)&quot; ] || \\\n       [ -d &quot;$(git rev-parse --git-path rebase-apply)&quot; ] || \\\n       [ -f &quot;$(git rev-parse --git-path MERGE_HEAD)&quot; ]; then\n        exit 0\n    fi	https://news.ycombinator.com/item?id=45639937
2025-10-20T05:04:59Z	For anyone who is interested, the author of this diagram also made a Linux disk I&#x2F;O diagram (https:&#x2F;&#x2F;zenodo.org&#x2F;records&#x2F;15234151). These diagrams are from his book Operativni sustavi i računalne mreže - Linux u primjeni (https:&#x2F;&#x2F;zenodo.org&#x2F;records&#x2F;17371946)Shout out to the brilliant and generous work of the author!	https://news.ycombinator.com/item?id=45639995
